#Teff,#logg,#Mbol,#BC,#U,#B,#V,#R,#I,#J,#H,#K,#u,#g,#r,#i,#z,#G,#G_BP,#G_RP,#G/R,#G_BP/R,#G_RP/R,#Age
11000,8.029,11.482,-0.61,11.234,12.135,12.092,12.033,11.992,12.136,12.147,12.181,12.066,12.019,12.154,12.333,12.538,12.024,11.996,11.977,12.032,11.991,11.981,505800000
12000,8.026,11.097,-0.769,10.913,11.865,11.866,11.835,11.822,12.003,12.032,12.077,11.745,11.764,11.95,12.154,12.378,11.802,11.747,11.799,11.811,11.742,11.802,397900000
13000,8.024,10.742,-0.926,10.64,11.633,11.668,11.659,11.67,11.882,11.925,11.98,11.473,11.543,11.77,11.995,12.234,11.607,11.53,11.64,11.616,11.525,11.643,317000000
14000,8.021,10.413,-1.073,10.405,11.426,11.486,11.497,11.528,11.767,11.822,11.884,11.238,11.344,11.604,11.847,12.1,11.429,11.335,11.493,11.438,11.329,11.496,254300000
15000,8.018,10.106,-1.209,10.199,11.238,11.316,11.344,11.391,11.652,11.718,11.787,11.032,11.162,11.447,11.706,11.969,11.263,11.155,11.352,11.272,11.15,11.354,204800000
16000,8.015,9.819,-1.336,10.016,11.067,11.155,11.198,11.258,11.536,11.612,11.686,10.851,10.994,11.298,11.569,11.84,11.107,10.99,11.216,11.116,10.984,11.218,165500000
17000,8.012,9.549,-1.458,9.854,10.913,11.006,11.062,11.132,11.421,11.505,11.585,10.689,10.842,11.161,11.441,11.718,10.964,10.839,11.088,10.973,10.833,11.089,133900000
18000,8.01,9.294,-1.581,9.711,10.777,10.875,10.941,11.02,11.315,11.406,11.488,10.547,10.706,11.039,11.326,11.608,10.836,10.705,10.974,10.845,10.7,10.975,108100000
19000,8.007,9.052,-1.71,9.585,10.658,10.761,10.838,10.924,11.222,11.319,11.402,10.421,10.589,10.934,11.229,11.514,10.726,10.59,10.877,10.735,10.584,10.877,86890000
20000,8.004,8.822,-1.844,9.473,10.554,10.665,10.751,10.844,11.146,11.246,11.33,10.309,10.488,10.846,11.147,11.436,10.633,10.49,10.795,10.641,10.484,10.795,69360000
21000,8.001,8.602,-1.984,9.377,10.467,10.586,10.679,10.778,11.084,11.187,11.271,10.214,10.404,10.772,11.08,11.373,10.554,10.406,10.728,10.563,10.401,10.728,55030000
22000,7.998,8.392,-2.134,9.304,10.4,10.526,10.625,10.729,11.039,11.144,11.228,10.141,10.339,10.717,11.029,11.325,10.495,10.343,10.678,10.504,10.337,10.677,43500000
23000,7.994,8.191,-2.298,9.258,10.358,10.489,10.59,10.698,11.01,11.116,11.2,10.095,10.298,10.682,10.997,11.295,10.457,10.302,10.646,10.466,10.296,10.645,34430000
24000,7.991,7.998,-2.46,9.221,10.324,10.459,10.562,10.673,10.986,11.092,11.175,10.059,10.265,10.654,10.971,11.27,10.427,10.27,10.619,10.436,10.264,10.619,27450000
25000,7.988,7.813,-2.611,9.178,10.284,10.424,10.53,10.643,10.958,11.064,11.147,10.016,10.226,10.62,10.94,11.241,10.392,10.232,10.589,10.401,10.226,10.588,22180000
26000,7.985,7.634,-2.746,9.123,10.233,10.38,10.489,10.606,10.925,11.031,11.114,9.961,10.178,10.579,10.903,11.205,10.347,10.185,10.551,10.356,10.179,10.55,18260000
27000,7.981,7.462,-2.866,9.057,10.174,10.329,10.442,10.564,10.886,10.993,11.076,9.895,10.121,10.531,10.859,11.164,10.295,10.128,10.507,10.304,10.123,10.506,15310000
28000,7.978,7.296,-2.977,8.984,10.109,10.273,10.39,10.517,10.845,10.953,11.037,9.823,10.059,10.478,10.81,11.119,10.238,10.067,10.458,10.248,10.061,10.457,13040000
29000,7.975,7.136,-3.081,8.909,10.043,10.217,10.336,10.469,10.802,10.911,10.996,9.748,9.996,10.424,10.761,11.072,10.18,10.005,10.408,10.189,9.999,10.407,11270000
30000,7.972,6.981,-3.179,8.833,9.977,10.16,10.282,10.419,10.757,10.868,10.955,9.673,9.933,10.369,10.709,11.023,10.121,9.942,10.357,10.131,9.936,10.356,9873000
31000,7.967,6.827,-3.273,8.755,9.908,10.1,10.225,10.366,10.709,10.822,10.91,9.595,9.868,10.31,10.655,10.971,10.06,9.876,10.302,10.069,9.87,10.301,13970000
32000,7.964,6.681,-3.364,8.682,9.845,10.045,10.171,10.316,10.665,10.779,10.868,9.521,9.807,10.256,10.604,10.923,10.002,9.815,10.251,10.012,9.809,10.25,12820000
33000,7.961,6.54,-3.45,8.61,9.782,9.99,10.118,10.267,10.62,10.736,10.826,9.45,9.747,10.203,10.554,10.875,9.946,9.755,10.201,9.955,9.748,10.2,11860000
34000,7.958,6.402,-3.533,8.538,9.719,9.935,10.065,10.217,10.575,10.692,10.784,9.378,9.687,10.149,10.503,10.826,9.889,9.694,10.15,9.898,9.688,10.149,11030000
35000,7.954,6.267,-3.613,8.467,9.658,9.88,10.013,10.168,10.53,10.649,10.742,9.307,9.628,10.096,10.453,10.778,9.832,9.634,10.099,9.842,9.628,10.099,10330000
36000,7.951,6.136,-3.689,8.397,9.596,9.826,9.96,10.118,10.486,10.606,10.7,9.238,9.569,10.043,10.402,10.73,9.776,9.575,10.049,9.786,9.569,10.048,9707000
37000,7.947,6.008,-3.763,8.328,9.535,9.771,9.908,10.069,10.44,10.562,10.658,9.168,9.511,9.99,10.352,10.682,9.72,9.516,9.998,9.73,9.509,9.998,9161000
38000,7.944,5.884,-3.833,8.259,9.474,9.716,9.855,10.019,10.395,10.518,10.616,9.099,9.452,9.937,10.301,10.633,9.664,9.457,9.948,9.675,9.45,9.947,8676000
39000,7.94,5.762,-3.899,8.19,9.414,9.662,9.802,9.97,10.35,10.475,10.574,9.03,9.393,9.884,10.251,10.585,9.608,9.397,9.897,9.619,9.391,9.897,8241000
40000,7.937,5.644,-3.963,8.121,9.352,9.607,9.749,9.92,10.305,10.431,10.532,8.961,9.334,9.83,10.2,10.536,9.552,9.338,9.846,9.562,9.331,9.846,7848000
42500,7.929,5.361,-4.105,7.941,9.196,9.466,9.614,9.791,10.187,10.316,10.422,8.782,9.184,9.694,10.069,10.409,9.407,9.185,9.715,9.418,9.178,9.715,7015000
45000,7.92,5.092,-4.214,7.739,9.018,9.305,9.46,9.647,10.056,10.192,10.302,8.58,9.012,9.538,9.922,10.269,9.243,9.011,9.569,9.254,9.004,9.568,6352000
47500,7.911,4.833,-4.238,7.447,8.76,9.072,9.227,9.421,9.848,9.986,10.1,8.287,8.764,9.305,9.693,10.047,9.001,8.758,9.342,9.013,8.751,9.342,5813000
50000,7.902,4.587,-4.351,7.288,8.614,8.938,9.087,9.279,9.707,9.838,9.949,8.128,8.623,9.165,9.551,9.905,8.859,8.614,9.201,8.871,8.607,9.2,5364000
