#Zini,#Age,#Mini,#Mass,#logL,#logTe,#logg,#label,#McoreTP,#C_O,#period0,#period1,#pmode,#Mloss,#tau1m,#X,#Y,#Xc,#Xn,#Xo,#Cexcess,#Z,#mbolmag,#Gmag,#G_BPmag,#G_RPmag
0.008,141000000,0.893181801,0.893,-0.234,3.7563,4.6,0,0,0.538,0,0,-1,-3.89E-14,0,0.7298,0.2622,0.001415,0.0003865,0.003511,-1,0.007923,5.356,5.269,5.591,4.781
0.008,141000000,0.940909088,0.94,-0.13,3.7701,4.573,0,0,0.537,0,0,-1,-4.98E-14,0,0.73,0.262,0.001414,0.0003863,0.003509,-1,0.007985,5.094,5.001,5.294,4.541
0.008,141000000,0.988636315,0.989,-0.026,3.7824,4.541,0,0,0.538,0,0,-1,-6.38E-14,0,0.7303,0.2617,0.001413,0.0003859,0.003505,-1,0.007959,4.836,4.74,5.008,4.306
0.008,141000000,1.036363602,1.036,0.071,3.7935,4.509,0,0,0.538,0,0,-1,-7.66E-14,0,0.7309,0.2611,0.00141,0.0003851,0.003498,-1,0.007966,4.594,4.498,4.745,4.088
0.008,141000000,1.077000022,1.076,0.15,3.8021,4.481,0,0,0.538,0,0,-1,-8.73E-14,0,0.7311,0.2609,0.001409,0.0003849,0.003496,-1,0.007908,4.395,4.3,4.533,3.909
0.008,141000000,1.081237555,1.081,0.158,3.8031,4.478,0,0,0.538,0,0,-1,-8.87E-14,0,0.7311,0.261,0.00141,0.0003849,0.003497,-1,0.007867,4.374,4.279,4.51,3.89
0.008,141000000,1.084090948,1.083,0.164,3.8037,4.476,0,0,0.538,0,0,-1,-8.94E-14,0,0.7311,0.261,0.00141,0.000385,0.003497,-1,0.007867,4.361,4.266,4.495,3.878
0.008,141000000,1.131818175,1.131,0.253,3.8134,4.443,1,0,0.537,0,0,-1,-1.03E-13,0,0.7311,0.261,0.00141,0.0003851,0.003499,-1,0.007944,4.136,4.043,4.256,3.676
0.008,141000000,1.179545403,1.179,0.339,3.8229,4.414,0,0,0.538,0,0,-1,-1.16E-13,0,0.7312,0.2609,0.00141,0.0003851,0.003498,-1,0.007962,3.923,3.831,4.028,3.486
0.008,141000000,1.22727263,1.227,0.42,3.8326,4.389,1,0,0.537,0,0,-1,-1.28E-13,0,0.7312,0.2609,0.00141,0.0003851,0.003498,-1,0.007939,3.72,3.631,3.812,3.307
0.008,141000000,1.274999857,1.275,0.497,3.8428,4.37,1,0,0.537,0,0,-1,-1.38E-13,0,0.7312,0.2609,0.00141,0.0003851,0.003498,-1,0.007935,3.528,3.441,3.607,3.141
0.008,141000000,1.322727323,1.323,0.57,3.854,4.357,1,0,0.538,0,0,-1,-1.45E-13,0,0.7312,0.2608,0.00141,0.000385,0.003497,-1,0.007966,3.345,3.262,3.412,2.988
0.008,141000000,1.37045455,1.371,0.639,3.8667,4.355,1,0,0.538,0,0,-1,-1.46E-13,0,0.7313,0.2607,0.00141,0.0003849,0.003496,-1,0.007956,3.173,3.096,3.227,2.851
0.008,141000000,1.418181896,1.419,0.705,3.8808,4.36,1,0,0.537,0,0,-1,-1.42E-13,0,0.7314,0.2607,0.001409,0.0003848,0.003496,-1,0.007933,3.008,2.939,3.051,2.728
0.008,141000000,1.465909123,1.466,0.768,3.8951,4.368,1,0,0.537,0,0,-1,-1.32E-13,0,0.7315,0.2606,0.001409,0.0003847,0.003495,-1,0.007956,2.849,2.79,2.883,2.614
0.008,141000000,1.513636351,1.514,0.83,3.9089,4.376,1,0,0.537,0,0,-1,-1.18E-13,0,0.7316,0.2605,0.001408,0.0003846,0.003494,-1,0.007925,2.695,2.65,2.724,2.508
0.008,141000000,1.561363578,1.561,0.889,3.922,4.383,1,0,0.537,0,0,-1,-9.79E-14,0,0.7316,0.2604,0.001408,0.0003845,0.003493,-1,0.007983,2.548,2.521,2.578,2.411
0.008,141000000,1.609090805,1.609,0.946,3.9344,4.388,1,0,0.537,0,0,-1,-7.04E-14,0,0.7317,0.2604,0.001408,0.0003844,0.003492,-1,0.007915,2.405,2.403,2.445,2.322
0.008,141000000,1.656818152,1.657,1,3.9459,4.392,1,0,0.537,0,0,-1,-2.36E-16,0,0.7318,0.2603,0.001407,0.0003844,0.003492,-1,0.007911,2.269,2.297,2.326,2.239
0.008,141000000,1.70454526,1.704,1.053,3.9567,4.395,1,0,0.537,0,0,-1,-1E-30,0,0.7318,0.2602,0.001407,0.0003844,0.003491,-1,0.007923,2.137,2.199,2.218,2.161
0.008,141000000,1.752272606,1.752,1.104,3.9667,4.397,1,0,0.537,0,0,-1,-1E-30,0,0.7319,0.2602,0.001407,0.0003843,0.003491,-1,0.007916,2.011,2.108,2.118,2.086
0.008,141000000,1.799999952,1.799,1.152,3.976,4.397,1,0,0.537,0,0,-1,-1E-30,0,0.732,0.2601,0.001407,0.0003842,0.00349,-1,0.007902,1.889,2.021,2.023,2.013
0.008,141000000,1.850000024,1.849,1.201,3.9851,4.396,1,0,0.537,0,0,-1,-1E-30,0,0.732,0.2601,0.001406,0.0003842,0.00349,-1,0.007901,1.767,1.937,1.933,1.94
0.008,141000000,1.865092516,1.865,1.216,3.9877,4.395,1,0,0.537,0,0,-1,-1E-30,0,0.732,0.2601,0.001406,0.0003842,0.00349,-1,0.007907,1.731,1.912,1.905,1.918
0.008,141000000,1.899999976,1.9,1.249,3.9935,4.394,1,0,0.537,0,0,-1,-1E-30,0,0.732,0.2601,0.001407,0.0003842,0.00349,-1,0.007919,1.648,1.855,1.844,1.867
0.008,141000000,1.950000048,1.95,1.295,4.0015,4.391,1,0,0.537,0,0,-1,-1E-30,0,0.732,0.2601,0.001406,0.0003841,0.003489,-1,0.007909,1.533,1.775,1.76,1.797
0.008,141000000,2,2.001,1.34,4.0091,4.388,1,0,0.537,0,0,-1,-1E-30,0,0.7321,0.26,0.001406,0.0003841,0.003489,-1,0.0079,1.42,1.698,1.679,1.727
0.008,141000000,2.003348351,2.004,1.343,4.0096,4.387,1,0,0.537,0,0,-1,-1E-30,0,0.7321,0.26,0.001406,0.0003841,0.003489,-1,0.007902,1.413,1.693,1.673,1.723
0.008,141000000,2.049999952,2.05,1.384,4.0163,4.383,1,0,0.537,0,0,-1,-1E-30,0,0.7321,0.26,0.001406,0.0003841,0.003489,-1,0.00792,1.311,1.623,1.599,1.659
0.008,141000000,2.099999905,2.1,1.427,4.0232,4.378,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.000384,0.003488,-1,0.007916,1.203,1.549,1.521,1.591
0.008,141000000,2.150000095,2.149,1.469,4.03,4.374,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.000384,0.003488,-1,0.0079,1.098,1.477,1.446,1.525
0.008,141000000,2.200000048,2.199,1.51,4.0365,4.368,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.000384,0.003488,-1,0.007905,0.995,1.407,1.371,1.459
0.008,141000000,2.235352516,2.234,1.539,4.0409,4.364,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.0003839,0.003488,-1,0.007903,0.924,1.358,1.32,1.414
0.008,141000000,2.25,2.249,1.55,4.0427,4.363,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.0003839,0.003488,-1,0.007903,0.894,1.337,1.299,1.395
0.008,141000000,2.282279491,2.281,1.576,4.0467,4.359,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.0003839,0.003488,-1,0.007922,0.83,1.293,1.253,1.354
0.008,141000000,2.299999952,2.299,1.59,4.0488,4.357,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.0003839,0.003488,-1,0.007932,0.795,1.269,1.228,1.331
0.008,141000000,2.349999905,2.349,1.629,4.0546,4.351,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.0003839,0.003488,-1,0.007943,0.698,1.202,1.158,1.268
0.008,141000000,2.400000095,2.4,1.667,4.0602,4.344,1,0,0.537,0,0,-1,-1E-30,0,0.7322,0.2599,0.001406,0.0003839,0.003488,-1,0.007935,0.603,1.136,1.089,1.206
0.008,141000000,2.44794178,2.448,1.702,4.0655,4.338,1,0,0.537,0,0,-1,-1E-30,0,0.7315,0.2605,0.001409,0.0003847,0.003495,-1,0.007957,0.514,1.075,1.024,1.148
0.008,141000000,2.599999905,2.601,1.813,4.0815,4.318,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,0.237,0.883,0.825,0.966
0.008,141000000,2.647651434,2.648,1.847,4.0862,4.311,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,0.153,0.824,0.764,0.909
0.008,141000000,2.751677036,2.753,1.919,4.0958,4.294,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.027,0.696,0.631,0.787
0.008,141000000,2.799999952,2.801,1.952,4.1001,4.286,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.11,0.637,0.569,0.73
0.008,141000000,2.815647602,2.817,1.962,4.1014,4.283,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.136,0.618,0.55,0.712
0.008,141000000,2.906776667,2.908,2.023,4.1089,4.266,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.288,0.507,0.435,0.605
0.008,141000000,3,3.001,2.085,4.1161,4.247,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.442,0.393,0.318,0.495
0.008,141000000,3.072563648,3.073,2.132,4.1214,4.231,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.56,0.305,0.228,0.41
0.008,141000000,3.200000048,3.2,2.213,4.1301,4.202,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.764,0.15,0.069,0.26
0.008,141000000,3.204450369,3.205,2.216,4.1304,4.201,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.771,0.145,0.063,0.255
0.008,141000000,3.312541485,3.312,2.285,4.1367,4.172,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.941,0.01,-0.075,0.123
0.008,141000000,3.400000095,3.399,2.34,4.1411,4.146,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.079,-0.104,-0.19,0.012
0.008,141000000,3.473180771,3.472,2.386,4.1442,4.122,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.194,-0.201,-0.288,-0.083
0.008,141000000,3.555820465,3.554,2.437,4.1472,4.092,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.323,-0.313,-0.402,-0.194
0.008,141000000,3.599999905,3.599,2.465,4.1484,4.075,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.392,-0.375,-0.465,-0.256
0.008,141000000,3.631167173,3.63,2.484,4.1492,4.062,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.441,-0.42,-0.51,-0.3
0.008,141000000,3.700229406,3.699,2.528,4.15,4.029,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.551,-0.526,-0.616,-0.405
0.008,141000000,3.781232834,3.78,2.58,4.1499,3.987,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.68,-0.656,-0.747,-0.536
0.008,141000000,3.799999952,3.799,2.592,4.1497,3.976,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.71,-0.687,-0.778,-0.567
0.008,141000000,3.816291571,3.816,2.602,4.1496,3.968,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.736,-0.714,-0.804,-0.593
0.008,141000000,3.887683153,3.888,2.648,4.148,3.923,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.851,-0.839,-0.929,-0.719
0.008,141000000,3.94713378,3.948,2.687,4.1452,3.88,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.949,-0.953,-1.042,-0.835
0.008,141000000,4,4.002,2.723,4.1415,3.836,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.036,-1.062,-1.15,-0.947
0.008,141000000,4.016561508,4.018,2.734,4.1403,3.822,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.064,-1.097,-1.184,-0.982
0.008,141000000,4.073061943,4.074,2.772,4.1342,3.765,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.159,-1.227,-1.312,-1.116
0.008,141000000,4.119142532,4.119,2.804,4.1275,3.711,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.239,-1.346,-1.427,-1.238
0.008,141000000,4.160977364,4.16,2.833,4.1204,3.658,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.312,-1.46,-1.538,-1.356
0.008,141000000,4.199129105,4.198,2.861,4.1124,3.602,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.382,-1.576,-1.65,-1.477
0.008,141000000,4.199999809,4.199,2.862,4.1123,3.601,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.384,-1.578,-1.653,-1.479
0.008,141000000,4.205108166,4.204,2.865,4.1112,3.593,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.393,-1.594,-1.668,-1.495
0.008,141000000,4.246471882,4.245,2.9,4.1049,3.538,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.48,-1.716,-1.787,-1.621
0.008,141000000,4.250533581,4.249,2.904,4.1043,3.532,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.489,-1.728,-1.799,-1.634
0.008,141000000,4.267385006,4.266,2.929,4.1144,3.549,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.552,-1.735,-1.811,-1.635
0.008,141000000,4.27279377,4.272,2.943,4.1234,3.572,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.587,-1.718,-1.798,-1.613
0.008,141000000,4.275154591,4.274,2.956,4.1336,3.599,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.62,-1.694,-1.778,-1.583
0.008,141000000,4.276331902,4.275,2.97,4.1434,3.624,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.656,-1.673,-1.762,-1.557
0.008,141000000,4.277010918,4.276,2.987,4.1531,3.646,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.697,-1.659,-1.752,-1.537
0.008,141000000,4.277447224,4.276,3.002,4.1612,3.664,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.735,-1.649,-1.745,-1.523
0.008,141000000,4.277576923,4.276,3.006,4.1636,3.669,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.746,-1.646,-1.743,-1.518
0.008,141000000,4.277668953,4.276,2.996,4.161,3.669,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.72,-1.636,-1.732,-1.51
0.008,141000000,4.277829647,4.276,2.974,4.1539,3.663,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.665,-1.621,-1.715,-1.499
0.008,141000000,4.277966023,4.277,2.957,4.1448,3.644,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.621,-1.631,-1.72,-1.513
0.008,141000000,4.27812767,4.277,2.951,4.1332,3.603,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.607,-1.683,-1.767,-1.572
0.008,141000000,4.278301716,4.277,2.959,4.1217,3.549,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.628,-1.769,-1.848,-1.665
0.008,141000000,4.278496265,4.277,2.973,4.1101,3.489,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.663,-1.87,-1.944,-1.773
0.008,141000000,4.278706551,4.277,2.986,4.0984,3.429,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.695,-1.968,-2.036,-1.877
0.008,141000000,4.278926849,4.278,2.995,4.0867,3.373,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.718,-2.054,-2.117,-1.97
0.008,141000000,4.279154301,4.278,3.001,4.075,3.32,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.733,-2.133,-2.19,-2.056
0.008,141000000,4.279385567,4.278,3.005,4.0633,3.269,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.744,-2.206,-2.257,-2.135
0.008,141000000,4.27961731,4.278,3.008,4.0515,3.22,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.75,-2.273,-2.318,-2.209
0.008,141000000,4.279847145,4.279,3.009,4.0397,3.171,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.752,-2.335,-2.375,-2.279
0.008,141000000,4.280072689,4.279,3.009,4.0279,3.124,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.752,-2.394,-2.427,-2.345
0.008,141000000,4.280292034,4.279,3.008,4.0161,3.078,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.75,-2.449,-2.477,-2.408
0.008,141000000,4.28050375,4.279,3.006,4.0043,3.032,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.746,-2.501,-2.522,-2.468
0.008,141000000,4.280706406,4.279,3.004,3.9924,2.987,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.74,-2.55,-2.564,-2.525
0.008,141000000,4.280900478,4.28,3.001,3.9805,2.942,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.732,-2.594,-2.602,-2.58
0.008,141000000,4.281084538,4.28,2.997,3.9685,2.898,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.723,-2.635,-2.636,-2.632
0.008,141000000,4.281259537,4.28,2.993,3.9566,2.855,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.713,-2.672,-2.665,-2.681
