#Teff,#logg,#Mbol,#BC,#U,#B,#V,#R,#I,#J,#H,#K,#u,#g,#r,#i,#z,#G,#G_BP,#G_RP,#G/R,#G_BP/R,#G_RP/R,#Age
6500,8.655,14.776,-0.102,14.819,15.301,14.878,14.596,14.316,14.151,14.02,13.96,15.648,15.05,14.77,14.73,14.778,14.732,14.94,14.366,14.74,14.937,14.372,4586000000
6750,8.655,14.611,-0.111,14.587,15.109,14.722,14.462,14.204,14.068,13.95,13.895,15.417,14.871,14.63,14.611,14.674,14.587,14.772,14.248,14.595,14.769,14.254,4266000000
7000,8.654,14.453,-0.123,14.371,14.929,14.576,14.336,14.1,13.99,13.884,13.835,15.201,14.704,14.499,14.5,14.577,14.451,14.615,14.138,14.458,14.611,14.143,3987000000
7500,8.654,14.152,-0.159,13.982,14.605,14.311,14.106,13.907,13.846,13.76,13.723,14.812,14.401,14.26,14.296,14.398,14.201,14.328,13.935,14.209,14.324,13.94,3512000000
8000,8.653,13.87,-0.204,13.641,14.319,14.075,13.899,13.733,13.713,13.646,13.622,14.472,14.133,14.046,14.111,14.234,13.977,14.072,13.752,13.984,14.068,13.757,3109000000
8500,8.653,13.606,-0.272,13.349,14.077,13.878,13.727,13.586,13.598,13.546,13.532,14.179,13.907,13.868,13.957,14.096,13.787,13.856,13.598,13.795,13.852,13.603,2759000000
9000,8.652,13.356,-0.328,13.077,13.846,13.684,13.556,13.44,13.486,13.45,13.448,13.908,13.689,13.692,13.804,13.96,13.601,13.646,13.446,13.609,13.642,13.45,2449000000
9500,8.652,13.12,-0.391,12.833,13.639,13.511,13.403,13.31,13.385,13.363,13.372,13.664,13.494,13.534,13.666,13.838,13.434,13.457,13.309,13.441,13.453,13.314,2170000000
10000,8.651,12.896,-0.461,12.612,13.453,13.357,13.267,13.194,13.296,13.287,13.305,13.444,13.319,13.394,13.545,13.729,13.284,13.288,13.188,13.291,13.283,13.192,1920000000
11000,8.65,12.48,-0.613,12.232,13.134,13.092,13.034,12.993,13.137,13.147,13.18,13.064,13.019,13.154,13.333,13.539,13.024,12.996,12.977,13.032,12.991,12.981,1501000000
12000,8.649,12.099,-0.773,11.915,12.869,12.872,12.84,12.827,13.008,13.036,13.081,12.747,12.768,12.956,13.159,13.383,12.807,12.751,12.804,12.815,12.746,12.807,1164000000
13000,8.648,11.748,-0.931,11.646,12.642,12.68,12.672,12.68,12.893,12.935,12.989,12.478,12.553,12.783,13.006,13.245,12.618,12.54,12.651,12.627,12.535,12.654,892100000
14000,8.647,11.424,-1.083,11.414,12.443,12.507,12.519,12.547,12.786,12.84,12.901,12.247,12.363,12.626,12.867,13.119,12.449,12.352,12.513,12.457,12.347,12.515,693600000
15000,8.646,11.122,-1.226,11.212,12.265,12.348,12.377,12.42,12.681,12.746,12.813,12.045,12.191,12.481,12.736,12.998,12.293,12.183,12.383,12.302,12.177,12.385,575600000
16000,8.645,10.84,-1.358,11.033,12.103,12.197,12.24,12.297,12.576,12.65,12.723,11.867,12.033,12.342,12.61,12.88,12.147,12.026,12.257,12.156,12.02,12.258,485800000
17000,8.644,10.574,-1.48,10.873,11.954,12.054,12.11,12.176,12.469,12.551,12.629,11.707,11.886,12.209,12.486,12.763,12.008,11.88,12.134,12.017,11.874,12.135,412800000
18000,8.643,10.323,-1.598,10.728,11.818,11.922,11.988,12.061,12.362,12.451,12.535,11.563,11.751,12.086,12.369,12.651,11.88,11.746,12.018,11.889,11.74,12.018,353500000
19000,8.642,10.086,-1.718,10.599,11.697,11.804,11.88,11.958,12.263,12.357,12.444,11.434,11.632,11.977,12.265,12.551,11.766,11.627,11.915,11.775,11.621,11.915,304500000
20000,8.641,9.861,-1.842,10.483,11.591,11.703,11.787,11.871,12.177,12.275,12.362,11.318,11.527,11.883,12.176,12.465,11.667,11.523,11.826,11.676,11.517,11.826,263500000
21000,8.64,9.646,-1.97,10.38,11.497,11.617,11.708,11.797,12.107,12.207,12.294,11.216,11.436,11.803,12.102,12.393,11.582,11.433,11.752,11.592,11.427,11.751,228800000
22000,8.639,9.442,-2.102,10.29,11.417,11.544,11.641,11.737,12.05,12.153,12.24,11.126,11.358,11.735,12.039,12.334,11.51,11.355,11.689,11.519,11.349,11.689,199400000
23000,8.638,9.246,-2.238,10.215,11.35,11.485,11.587,11.688,12.005,12.11,12.198,11.051,11.294,11.68,11.989,12.287,11.451,11.292,11.639,11.46,11.286,11.638,174300000
24000,8.637,9.059,-2.383,10.162,11.302,11.443,11.549,11.653,11.975,12.081,12.169,10.998,11.248,11.641,11.954,12.254,11.409,11.246,11.604,11.418,11.24,11.603,152900000
25000,8.636,8.879,-2.535,10.125,11.269,11.414,11.523,11.63,11.953,12.061,12.149,10.962,11.216,11.614,11.929,12.231,11.38,11.215,11.579,11.389,11.209,11.578,134400000
26000,8.635,8.706,-2.681,10.092,11.239,11.388,11.498,11.608,11.934,12.042,12.131,10.928,11.187,11.59,11.907,12.211,11.353,11.187,11.557,11.363,11.18,11.556,118200000
27000,8.634,8.54,-2.818,10.054,11.205,11.358,11.471,11.584,11.913,12.021,12.11,10.891,11.155,11.562,11.882,12.187,11.324,11.154,11.532,11.333,11.148,11.531,104000000
28000,8.633,8.379,-2.944,10.009,11.165,11.323,11.439,11.556,11.888,11.997,12.087,10.846,11.116,11.53,11.853,12.16,11.288,11.116,11.502,11.298,11.11,11.501,91420000
29000,8.632,8.224,-3.059,9.958,11.119,11.284,11.403,11.524,11.86,11.971,12.061,10.795,11.072,11.493,11.82,12.129,11.248,11.073,11.469,11.258,11.067,11.468,80300000
30000,8.631,8.074,-3.166,9.901,11.069,11.24,11.364,11.49,11.83,11.942,12.032,10.739,11.024,11.452,11.784,12.096,11.205,11.026,11.433,11.214,11.019,11.432,70400000
31000,8.626,7.92,-3.266,9.833,11.007,11.186,11.313,11.443,11.789,11.902,11.993,10.671,10.965,11.401,11.736,12.051,11.149,10.966,11.385,11.159,10.96,11.384,61820000
32000,8.625,7.78,-3.359,9.77,10.952,11.139,11.269,11.404,11.754,11.869,11.961,10.608,10.913,11.355,11.695,12.013,11.101,10.914,11.344,11.111,10.908,11.343,52300000
33000,8.624,7.644,-3.448,9.707,10.897,11.091,11.223,11.362,11.717,11.834,11.927,10.545,10.86,11.309,11.652,11.973,11.052,10.861,11.301,11.062,10.855,11.3,43970000
34000,8.623,7.512,-3.532,9.644,10.842,11.044,11.178,11.321,11.68,11.798,11.892,10.482,10.807,11.263,11.609,11.932,11.003,10.809,11.258,11.013,10.802,11.257,36730000
35000,8.622,7.383,-3.614,9.581,10.787,10.997,11.132,11.279,11.643,11.762,11.858,10.42,10.755,11.217,11.566,11.891,10.954,10.756,11.215,10.964,10.75,11.214,30520000
36000,8.621,7.258,-3.691,9.518,10.732,10.949,11.086,11.236,11.604,11.725,11.822,10.357,10.703,11.171,11.523,11.85,10.904,10.703,11.171,10.914,10.697,11.17,25250000
37000,8.62,7.136,-3.766,9.457,10.678,10.901,11.041,11.194,11.566,11.689,11.787,10.296,10.651,11.124,11.479,11.808,10.855,10.651,11.128,10.865,10.644,11.127,20840000
38000,8.619,7.017,-3.838,9.396,10.624,10.854,10.995,11.151,11.528,11.652,11.751,10.235,10.599,11.078,11.436,11.767,10.806,10.599,11.084,10.816,10.592,11.083,17220000
39000,8.617,6.9,-3.907,9.335,10.57,10.807,10.95,11.109,11.49,11.615,11.716,10.174,10.548,11.032,11.392,11.725,10.757,10.547,11.041,10.768,10.541,11.04,14320000
40000,8.616,6.787,-3.973,9.274,10.517,10.759,10.904,11.066,11.451,11.578,11.68,10.114,10.496,10.986,11.349,11.684,10.708,10.495,10.997,10.719,10.489,10.996,12060000
42500,8.612,6.515,-4.117,9.108,10.372,10.632,10.781,10.95,11.346,11.475,11.582,9.948,10.358,10.862,11.231,11.569,10.576,10.356,10.878,10.587,10.349,10.877,8468000
45000,8.609,6.259,-4.252,8.956,10.237,10.511,10.665,10.842,11.248,11.383,11.493,9.796,10.228,10.745,11.12,11.464,10.452,10.224,10.768,10.464,10.217,10.767,6575000
47500,8.606,6.017,-4.34,8.761,10.065,10.357,10.518,10.705,11.125,11.265,11.38,9.601,10.062,10.597,10.98,11.331,10.295,10.057,10.628,10.306,10.049,10.627,5487000
50000,8.604,5.788,-4.366,8.51,9.837,10.154,10.311,10.502,10.933,11.07,11.185,9.35,9.844,10.389,10.775,11.13,10.081,9.835,10.425,10.093,9.827,10.424,4815000
