#Teff,#logg,#Mbol,#BC,#U,#B,#V,#R,#I,#J,#H,#K,#u,#g,#r,#i,#z,#G,#G_BP,#G_RP,#G/R,#G_BP/R,#G_RP/R,#Age
6250,8.351,14.43,-0.096,14.552,14.989,14.525,14.22,13.915,13.719,13.577,13.514,15.382,14.724,14.399,14.337,14.369,14.367,14.601,13.971,14.374,14.598,13.977,4346000000
6500,8.351,14.257,-0.1,14.301,14.781,14.357,14.076,13.796,13.631,13.501,13.441,15.13,14.53,14.249,14.21,14.258,14.212,14.42,13.845,14.219,14.417,13.851,3855000000
6750,8.35,14.092,-0.108,14.068,14.588,14.2,13.94,13.683,13.546,13.429,13.373,14.898,14.35,14.108,14.09,14.153,14.066,14.251,13.726,14.073,14.248,13.732,3466000000
7000,8.349,13.933,-0.12,13.852,14.408,14.053,13.813,13.576,13.467,13.361,13.312,14.682,14.182,13.976,13.977,14.054,13.928,14.093,13.615,13.936,14.089,13.62,3145000000
7500,8.348,13.631,-0.155,13.462,14.082,13.786,13.58,13.381,13.32,13.235,13.198,14.292,13.877,13.734,13.77,13.872,13.676,13.803,13.409,13.684,13.8,13.415,2597000000
8000,8.348,13.348,-0.199,13.12,13.794,13.547,13.371,13.204,13.184,13.118,13.094,13.95,13.607,13.518,13.583,13.705,13.449,13.545,13.223,13.457,13.542,13.228,2125000000
8500,8.347,13.083,-0.263,12.825,13.548,13.346,13.194,13.054,13.067,13.016,13.004,13.655,13.377,13.336,13.425,13.564,13.256,13.325,13.066,13.264,13.322,13.071,1722000000
9000,8.346,12.832,-0.32,12.552,13.317,13.153,13.024,12.908,12.955,12.919,12.919,13.383,13.159,13.16,13.271,13.428,13.07,13.115,12.914,13.078,13.111,12.918,1396000000
9500,8.345,12.595,-0.385,12.307,13.11,12.981,12.872,12.779,12.855,12.834,12.844,13.138,12.965,13.003,13.135,13.307,12.903,12.927,12.778,12.911,12.923,12.783,1181000000
10000,8.344,12.37,-0.457,12.086,12.925,12.828,12.737,12.664,12.766,12.758,12.777,12.917,12.79,12.865,13.015,13.199,12.754,12.759,12.658,12.762,12.755,12.662,1036000000
11000,8.342,11.952,-0.611,11.704,12.605,12.563,12.504,12.463,12.607,12.618,12.651,12.536,12.49,12.625,12.804,13.009,12.495,12.467,12.448,12.503,12.462,12.451,809400000
12000,8.34,11.569,-0.771,11.385,12.339,12.341,12.309,12.296,12.477,12.505,12.55,12.218,12.238,12.425,12.628,12.852,12.276,12.221,12.273,12.285,12.216,12.276,646000000
13000,8.339,11.218,-0.929,11.116,12.11,12.147,12.139,12.148,12.36,12.403,12.457,11.948,12.021,12.249,12.473,12.712,12.086,12.008,12.119,12.094,12.003,12.122,523500000
14000,8.337,10.892,-1.079,10.883,11.908,11.971,11.982,12.011,12.25,12.305,12.366,11.716,11.828,12.089,12.331,12.583,11.913,11.817,11.977,11.922,11.812,11.979,427400000
15000,8.336,10.589,-1.218,10.679,11.727,11.807,11.835,11.88,12.142,12.207,12.275,11.513,11.652,11.939,12.196,12.458,11.753,11.644,11.842,11.762,11.638,11.844,352500000
16000,8.334,10.304,-1.347,10.499,11.561,11.651,11.694,11.752,12.031,12.106,12.18,11.333,11.489,11.795,12.064,12.335,11.602,11.483,11.711,11.611,11.478,11.713,293100000
17000,8.332,10.037,-1.468,10.338,11.409,11.505,11.56,11.629,11.92,12.003,12.082,11.173,11.339,11.66,11.938,12.215,11.461,11.335,11.586,11.47,11.329,11.587,245000000
18000,8.331,9.785,-1.588,10.195,11.273,11.373,11.439,11.515,11.812,11.902,11.986,11.03,11.204,11.537,11.822,12.104,11.333,11.201,11.471,11.342,11.195,11.471,205600000
19000,8.329,9.546,-1.712,10.067,11.153,11.258,11.334,11.415,11.716,11.811,11.896,10.902,11.086,11.43,11.721,12.007,11.221,11.084,11.37,11.23,11.078,11.37,173200000
20000,8.328,9.319,-1.841,9.954,11.049,11.16,11.244,11.332,11.636,11.735,11.82,10.79,10.984,11.34,11.637,11.926,11.126,10.983,11.286,11.135,10.977,11.286,146300000
21000,8.326,9.103,-1.975,9.854,10.959,11.078,11.169,11.264,11.571,11.673,11.758,10.691,10.897,11.264,11.566,11.859,11.045,10.896,11.216,11.054,10.89,11.215,123700000
22000,8.324,8.897,-2.114,9.771,10.884,11.011,11.108,11.208,11.52,11.624,11.709,10.607,10.824,11.202,11.51,11.806,10.978,10.824,11.159,10.987,10.818,11.158,104500000
23000,8.323,8.7,-2.262,9.709,10.829,10.962,11.064,11.169,11.484,11.589,11.675,10.546,10.771,11.156,11.468,11.767,10.929,10.772,11.118,10.939,10.766,11.117,88020000
24000,8.321,8.511,-2.418,9.668,10.791,10.929,11.034,11.142,11.459,11.565,11.651,10.505,10.735,11.126,11.441,11.741,10.896,10.736,11.09,10.906,10.73,11.089,73770000
25000,8.319,8.329,-2.574,9.635,10.762,10.903,11.01,11.12,11.439,11.546,11.632,10.472,10.706,11.101,11.418,11.72,10.87,10.708,11.067,10.879,10.702,11.067,61470000
26000,8.317,8.154,-2.718,9.597,10.726,10.872,10.981,11.094,11.416,11.523,11.609,10.434,10.672,11.072,11.392,11.695,10.839,10.675,11.041,10.848,10.669,11.04,50820000
27000,8.316,7.986,-2.848,9.547,10.682,10.834,10.946,11.063,11.388,11.496,11.582,10.385,10.63,11.036,11.359,11.665,10.8,10.633,11.008,10.809,10.627,11.007,41650000
28000,8.314,7.823,-2.966,9.49,10.63,10.789,10.905,11.027,11.355,11.464,11.551,10.327,10.58,10.994,11.322,11.629,10.755,10.584,10.97,10.764,10.578,10.97,33800000
29000,8.312,7.666,-3.075,9.427,10.574,10.741,10.86,10.987,11.321,11.431,11.518,10.265,10.526,10.949,11.281,11.591,10.706,10.531,10.929,10.715,10.525,10.928,27190000
30000,8.31,7.514,-3.176,9.36,10.515,10.69,10.813,10.945,11.284,11.395,11.484,10.198,10.47,10.901,11.237,11.551,10.654,10.475,10.886,10.664,10.469,10.885,21730000
31000,8.305,7.36,-3.272,9.284,10.448,10.631,10.757,10.894,11.238,11.351,11.44,10.123,10.406,10.844,11.184,11.501,10.594,10.41,10.833,10.603,10.404,10.832,19800000
32000,8.304,7.218,-3.363,9.217,10.389,10.581,10.71,10.85,11.199,11.314,11.404,10.056,10.35,10.796,11.139,11.458,10.542,10.355,10.788,10.551,10.348,10.787,16600000
33000,8.302,7.08,-3.45,9.149,10.33,10.53,10.66,10.804,11.158,11.275,11.366,9.988,10.294,10.746,11.093,11.414,10.488,10.298,10.741,10.498,10.291,10.74,14240000
34000,8.3,6.945,-3.534,9.081,10.27,10.478,10.61,10.758,11.117,11.234,11.327,9.92,10.237,10.695,11.045,11.369,10.435,10.241,10.693,10.445,10.234,10.692,12460000
35000,8.297,6.813,-3.614,9.014,10.212,10.427,10.561,10.712,11.075,11.194,11.289,9.853,10.181,10.645,10.998,11.324,10.382,10.184,10.646,10.392,10.178,10.645,11090000
36000,8.295,6.686,-3.691,8.948,10.154,10.377,10.512,10.667,11.034,11.155,11.251,9.788,10.126,10.596,10.952,11.28,10.33,10.129,10.6,10.34,10.122,10.599,10010000
37000,8.294,6.563,-3.765,8.885,10.099,10.328,10.466,10.623,10.995,11.117,11.214,9.725,10.073,10.549,10.907,11.237,10.28,10.076,10.555,10.29,10.069,10.554,9135000
38000,8.293,6.444,-3.836,8.823,10.045,10.28,10.42,10.58,10.956,11.08,11.179,9.663,10.021,10.502,10.864,11.195,10.23,10.023,10.511,10.241,10.017,10.51,8417000
39000,8.291,6.328,-3.904,8.761,9.991,10.233,10.374,10.537,10.918,11.043,11.143,9.601,9.969,10.456,10.82,11.153,10.181,9.971,10.467,10.192,9.964,10.466,7820000
40000,8.29,6.214,-3.969,8.699,9.936,10.184,10.327,10.494,10.878,11.005,11.106,9.539,9.916,10.409,10.775,11.11,10.131,9.918,10.422,10.141,9.911,10.421,7318000
42500,8.285,5.938,-4.114,8.528,9.787,10.052,10.199,10.372,10.768,10.898,11.003,9.369,9.774,10.28,10.652,10.991,9.994,9.773,10.299,10.005,9.766,10.298,6354000
45000,8.279,5.676,-4.238,8.356,9.635,9.914,10.068,10.249,10.656,10.791,10.901,9.197,9.627,10.147,10.526,10.871,9.854,9.625,10.173,9.865,9.618,10.172,5668000
47500,8.275,5.431,-4.294,8.116,9.424,9.725,9.885,10.077,10.501,10.642,10.757,8.956,9.424,9.963,10.35,10.703,9.659,9.419,9.999,9.671,9.411,9.998,5152000
50000,8.272,5.2,-4.349,7.899,9.227,9.548,9.701,9.893,10.323,10.457,10.569,8.74,9.235,9.779,10.165,10.52,9.472,9.226,9.815,9.484,9.219,9.815,4751000
