#Zini,#Age,#Mini,#Mass,#logL,#logTe,#logg,#label,#McoreTP,#C_O,#period0,#period1,#pmode,#Mloss,#tau1m,#X,#Y,#Xc,#Xn,#Xo,#Cexcess,#Z,#mbolmag,#Gmag,#G_BPmag,#G_RPmag
0.008,178000000,0.300000012,0.3,-1.967,3.5244,4.931,0,0,0.545,0,0,-1,-8.54E-16,0,0.7289,0.2631,0.001439,0.0003881,0.00352,-1,0.008,9.686,10.427,11.682,9.372
0.008,178000000,0.301991075,0.302,-1.961,3.5249,4.93,0,0,0.545,0,0,-1,-8.64E-16,0,0.7289,0.2631,0.001439,0.0003881,0.00352,-1,0.008,9.672,10.409,11.661,9.355
0.008,178000000,0.350000024,0.35,-1.829,3.5358,4.907,0,0,0.545,0,0,-1,-1.12E-15,0,0.7289,0.2631,0.001439,0.0003881,0.00352,-1,0.008,9.343,10.012,11.184,8.988
0.008,178000000,0.400000036,0.4,-1.675,3.5481,4.859,0,0,0.545,0,0,-1,-1.58E-15,0,0.7289,0.2631,0.001439,0.0003881,0.00352,-1,0.008,8.956,9.551,10.643,8.559
0.008,178000000,0.436280668,0.436,-1.559,3.5599,4.828,0,0,0.545,0,0,-1,-2.04E-15,0,0.7289,0.2631,0.001439,0.0003881,0.00352,-1,0.008,8.668,9.198,10.223,8.235
0.008,178000000,0.450000018,0.45,-1.517,3.564,4.816,0,0,0.545,0,0,-1,-2.24E-15,0,0.7289,0.2631,0.001439,0.0003881,0.00352,-1,0.008,8.563,9.074,10.078,8.12
0.008,178000000,0.5,0.5,-1.363,3.5813,4.777,0,0,0.545,0,0,-1,-3.18E-15,0,0.7289,0.2631,0.001439,0.0003881,0.00352,-1,0.008,8.176,8.623,9.571,7.693
0.008,178000000,0.533140183,0.533,-1.268,3.5928,4.756,0,0,0.545,0,0,-1,-3.91E-15,0,0.7291,0.2629,0.001438,0.0003878,0.003517,-1,0.008,7.939,8.307,9.164,7.423
0.008,178000000,0.550000012,0.55,-1.212,3.5999,4.742,0,0,0.545,0,0,-1,-4.44E-15,0,0.7292,0.2628,0.001437,0.0003876,0.003515,-1,0.008,7.801,8.121,8.919,7.268
0.008,178000000,0.600000024,0.6,-1.044,3.625,4.712,0,0,0.545,0,0,-1,-6.46E-15,0,0.7294,0.2626,0.001436,0.0003876,0.003515,-1,0.008,7.38,7.623,8.318,6.833
0.008,178000000,0.618207216,0.618,-0.984,3.6353,4.706,0,0,0.545,0,0,-1,-7.37E-15,0,0.7294,0.2626,0.001436,0.0003875,0.003514,-1,0.007996,7.229,7.435,8.091,6.672
0.008,178000000,0.649999976,0.65,-0.884,3.6529,4.699,0,0,0.545,0,0,-1,-9.12E-15,0,0.7294,0.2626,0.001436,0.0003874,0.003514,-1,0.007971,6.98,7.123,7.713,6.406
0.008,178000000,0.700000048,0.7,-0.729,3.6795,4.682,0,0,0.545,0,0,-1,-1.28E-14,0,0.7296,0.2625,0.001436,0.0003874,0.003513,-1,0.007924,6.593,6.644,7.151,5.991
0.008,178000000,0.718064427,0.718,-0.676,3.6882,4.675,0,0,0.542,0,0,-1,-1.44E-14,0,0.7296,0.2625,0.001428,0.0003871,0.003512,-1,0.007937,6.461,6.487,6.97,5.854
0.008,178000000,0.75,0.75,-0.588,3.7037,4.668,0,0,0.538,0,0,-1,-1.74E-14,0,0.7296,0.2624,0.001416,0.0003867,0.003513,-1,0.007995,6.239,6.226,6.668,5.628
0.008,178000000,0.797727287,0.798,-0.463,3.7232,4.648,0,0,0.537,0,0,-1,-2.3E-14,0,0.7297,0.2623,0.001415,0.0003866,0.003511,-1,0.007984,5.929,5.877,6.272,5.32
0.008,178000000,0.845454574,0.845,-0.346,3.7409,4.627,0,0,0.538,0,0,-1,-2.99E-14,0,0.7299,0.2621,0.001415,0.0003864,0.00351,-1,0.007981,5.636,5.561,5.916,5.041
0.008,178000000,0.884679794,0.884,-0.252,3.7536,4.603,0,0,0.537,0,0,-1,-3.74E-14,0,0.7302,0.2618,0.001414,0.0003861,0.003507,-1,0.008,5.4,5.314,5.642,4.82
0.008,178000000,0.893181801,0.893,-0.233,3.7562,4.598,0,0,0.537,0,0,-1,-3.91E-14,0,0.7301,0.262,0.001414,0.0003862,0.003508,-1,0.007941,5.351,5.265,5.586,4.776
0.008,178000000,0.940909088,0.94,-0.127,3.7701,4.571,0,0,0.537,0,0,-1,-5.01E-14,0,0.7303,0.2617,0.001413,0.0003859,0.003505,-1,0.007987,5.088,4.994,5.287,4.535
0.008,178000000,0.988636315,0.989,-0.024,3.7825,4.539,0,0,0.538,0,0,-1,-6.42E-14,0,0.7307,0.2613,0.001411,0.0003854,0.0035,-1,0.007985,4.831,4.735,5.003,4.301
0.008,178000000,1.036363602,1.036,0.073,3.7936,4.507,0,0,0.537,0,0,-1,-7.71E-14,0,0.7315,0.2606,0.001408,0.0003844,0.003492,-1,0.007955,4.588,4.492,4.74,4.083
0.008,178000000,1.062934995,1.062,0.125,3.7993,4.488,0,0,0.538,0,0,-1,-8.42E-14,0,0.7318,0.2603,0.001406,0.000384,0.003488,-1,0.007914,4.456,4.361,4.598,3.964
0.008,178000000,1.06727016,1.067,0.134,3.8003,4.485,0,0,0.537,0,0,-1,-8.56E-14,0,0.7319,0.2603,0.001406,0.000384,0.003488,-1,0.007863,4.434,4.339,4.574,3.944
0.008,178000000,1.084090948,1.083,0.166,3.8038,4.474,0,0,0.537,0,0,-1,-9E-14,0,0.7317,0.2604,0.001407,0.0003842,0.003491,-1,0.007861,4.355,4.261,4.49,3.873
0.008,178000000,1.131818175,1.131,0.256,3.8135,4.441,1,0,0.537,0,0,-1,-1.04E-13,0,0.7317,0.2603,0.001408,0.0003844,0.003492,-1,0.007938,4.13,4.037,4.249,3.671
0.008,178000000,1.179545403,1.179,0.342,3.823,4.412,1,0,0.538,0,0,-1,-1.17E-13,0,0.7318,0.2603,0.001408,0.0003844,0.003492,-1,0.007949,3.916,3.824,4.022,3.48
0.008,178000000,1.22727263,1.227,0.423,3.8327,4.387,1,0,0.537,0,0,-1,-1.3E-13,0,0.7318,0.2603,0.001407,0.0003844,0.003492,-1,0.007919,3.713,3.624,3.805,3.301
0.008,178000000,1.274999857,1.275,0.5,3.8429,4.367,1,0,0.537,0,0,-1,-1.4E-13,0,0.7318,0.2603,0.001407,0.0003844,0.003492,-1,0.007914,3.521,3.434,3.6,3.134
0.008,178000000,1.322727323,1.323,0.573,3.8541,4.355,1,0,0.538,0,0,-1,-1.46E-13,0,0.7319,0.2602,0.001407,0.0003843,0.003491,-1,0.007955,3.338,3.255,3.405,2.981
0.008,178000000,1.37045455,1.371,0.642,3.8669,4.352,1,0,0.538,0,0,-1,-1.47E-13,0,0.732,0.2601,0.001407,0.0003841,0.00349,-1,0.007941,3.165,3.088,3.219,2.844
0.008,178000000,1.418181896,1.419,0.708,3.881,4.358,1,0,0.537,0,0,-1,-1.43E-13,0,0.7321,0.26,0.001406,0.000384,0.003489,-1,0.00792,2.999,2.929,3.041,2.719
0.008,178000000,1.465909123,1.466,0.772,3.8954,4.365,1,0,0.537,0,0,-1,-1.34E-13,0,0.7322,0.2599,0.001406,0.0003839,0.003488,-1,0.007929,2.839,2.78,2.872,2.605
0.008,178000000,1.513636351,1.514,0.834,3.9091,4.372,1,0,0.537,0,0,-1,-1.2E-13,0,0.7323,0.2598,0.001405,0.0003838,0.003487,-1,0.007922,2.684,2.639,2.713,2.498
0.008,178000000,1.561363578,1.561,0.894,3.9222,4.379,1,0,0.537,0,0,-1,-9.94E-14,0,0.7323,0.2597,0.001405,0.0003837,0.003486,-1,0.007964,2.536,2.509,2.566,2.4
0.008,178000000,1.609090805,1.609,0.951,3.9344,4.383,1,0,0.537,0,0,-1,-7.17E-14,0,0.7324,0.2596,0.001405,0.0003836,0.003485,-1,0.007907,2.393,2.39,2.432,2.309
0.008,178000000,1.656818152,1.657,1.006,3.9458,4.386,1,0,0.537,0,0,-1,-2.39E-16,0,0.7325,0.2596,0.001404,0.0003835,0.003484,-1,0.0079,2.255,2.283,2.312,2.225
0.008,178000000,1.70454526,1.704,1.059,3.9564,4.388,1,0,0.537,0,0,-1,-1E-30,0,0.7326,0.2595,0.001404,0.0003835,0.003484,-1,0.0079,2.123,2.184,2.203,2.145
0.008,178000000,1.752272606,1.752,1.109,3.9661,4.388,1,0,0.537,0,0,-1,-1E-30,0,0.7326,0.2595,0.001404,0.0003834,0.003483,-1,0.0079,1.996,2.09,2.101,2.068
0.008,178000000,1.799999952,1.799,1.158,3.9751,4.387,1,0,0.537,0,0,-1,-1E-30,0,0.7327,0.2594,0.001403,0.0003834,0.003483,-1,0.007889,1.874,2.002,2.005,1.993
0.008,178000000,1.850000024,1.849,1.208,3.9839,4.385,1,0,0.537,0,0,-1,-1E-30,0,0.7327,0.2594,0.001403,0.0003833,0.003483,-1,0.0079,1.75,1.915,1.912,1.917
0.008,178000000,1.899999976,1.9,1.256,3.9921,4.381,1,0,0.537,0,0,-1,-1E-30,0,0.7328,0.2593,0.001403,0.0003833,0.003482,-1,0.007905,1.63,1.831,1.821,1.842
0.008,178000000,1.950000048,1.95,1.303,3.9999,4.377,1,0,0.537,0,0,-1,-1E-30,0,0.7328,0.2593,0.001403,0.0003832,0.003481,-1,0.0079,1.513,1.749,1.734,1.769
0.008,178000000,2,2.001,1.348,4.0074,4.372,1,0,0.537,0,0,-1,-1E-30,0,0.7329,0.2593,0.001403,0.0003832,0.003481,-1,0.007868,1.399,1.668,1.65,1.697
0.008,178000000,2.049999952,2.05,1.393,4.0144,4.367,1,0,0.537,0,0,-1,-1E-30,0,0.7329,0.2592,0.001403,0.0003832,0.003481,-1,0.007901,1.288,1.591,1.568,1.625
0.008,178000000,2.055896044,2.056,1.398,4.0152,4.366,1,0,0.537,0,0,-1,-1E-30,0,0.7329,0.2592,0.001403,0.0003832,0.003481,-1,0.007901,1.275,1.582,1.558,1.617
0.008,178000000,2.099999905,2.1,1.437,4.0213,4.361,1,0,0.537,0,0,-1,-1E-30,0,0.7329,0.2592,0.001402,0.0003831,0.00348,-1,0.007903,1.178,1.514,1.487,1.555
0.008,178000000,2.126853466,2.126,1.46,4.0249,4.357,1,0,0.537,0,0,-1,-1E-30,0,0.7329,0.2592,0.001403,0.0003831,0.00348,-1,0.0079,1.121,1.474,1.445,1.518
0.008,178000000,2.150000095,2.149,1.48,4.028,4.355,1,0,0.537,0,0,-1,-1E-30,0,0.733,0.2591,0.001403,0.0003831,0.00348,-1,0.0079,1.071,1.44,1.409,1.486
0.008,178000000,2.200000048,2.199,1.522,4.0342,4.348,1,0,0.537,0,0,-1,-1E-30,0,0.733,0.2591,0.001403,0.0003831,0.00348,-1,0.0079,0.966,1.366,1.332,1.417
0.008,178000000,2.25,2.249,1.563,4.0404,4.341,1,0,0.537,0,0,-1,-1E-30,0,0.733,0.2591,0.001402,0.0003831,0.00348,-1,0.0079,0.863,1.294,1.256,1.35
0.008,178000000,2.297941446,2.297,1.602,4.0461,4.334,1,0,0.537,0,0,-1,-1E-30,0,0.733,0.2591,0.001403,0.0003831,0.00348,-1,0.0079,0.766,1.225,1.185,1.286
0.008,178000000,2.299999952,2.299,1.603,4.0463,4.333,1,0,0.537,0,0,-1,-1E-30,0,0.733,0.2591,0.001403,0.0003831,0.00348,-1,0.0079,0.761,1.222,1.182,1.283
0.008,178000000,2.349999905,2.349,1.643,4.0519,4.326,1,0,0.537,0,0,-1,-1E-30,0,0.733,0.2591,0.001402,0.0003831,0.00348,-1,0.007907,0.662,1.152,1.109,1.216
0.008,178000000,2.400000095,2.4,1.682,4.0575,4.318,1,0,0.537,0,0,-1,-1E-30,0,0.733,0.2591,0.001402,0.000383,0.00348,-1,0.007926,0.564,1.083,1.037,1.151
0.008,178000000,2.425192833,2.425,1.702,4.0602,4.314,1,0,0.537,0,0,-1,-1E-30,0,0.7326,0.2595,0.001404,0.0003835,0.003484,-1,0.007933,0.516,1.049,1.001,1.119
0.008,178000000,2.520255089,2.521,1.774,4.0701,4.298,1,0,0.538,0,0,-1,-1E-30,0,0.7308,0.2613,0.001412,0.0003856,0.003503,-1,0.007961,0.334,0.919,0.866,0.995
0.008,178000000,2.599999905,2.601,1.834,4.078,4.283,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,0.184,0.811,0.754,0.891
0.008,178000000,2.661142826,2.662,1.879,4.0835,4.27,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,0.072,0.728,0.669,0.812
0.008,178000000,2.784065485,2.785,1.968,4.0939,4.242,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.15,0.562,0.497,0.651
0.008,178000000,2.799999952,2.801,1.98,4.0951,4.238,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.179,0.54,0.475,0.63
0.008,178000000,2.906375885,2.907,2.055,4.103,4.211,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.366,0.395,0.326,0.49
0.008,178000000,3,3.001,2.12,4.1091,4.183,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.531,0.264,0.192,0.363
0.008,178000000,3.024888516,3.026,2.138,4.1106,4.176,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.574,0.23,0.157,0.329
0.008,178000000,3.112017155,3.113,2.198,4.1154,4.146,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.726,0.104,0.029,0.206
0.008,178000000,3.190938234,3.191,2.253,4.119,4.117,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.863,-0.014,-0.09,0.09
0.008,178000000,3.200000048,3.2,2.26,4.1194,4.113,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.879,-0.027,-0.104,0.077
0.008,178000000,3.263593674,3.263,2.303,4.1216,4.087,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-0.988,-0.124,-0.202,-0.019
0.008,178000000,3.323631048,3.323,2.345,4.123,4.059,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.092,-0.22,-0.299,-0.114
0.008,178000000,3.400000095,3.399,2.399,4.1235,4.017,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.227,-0.353,-0.432,-0.247
0.008,178000000,3.446080446,3.445,2.431,4.1235,3.99,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.308,-0.434,-0.513,-0.328
0.008,178000000,3.516623259,3.515,2.481,4.1222,3.944,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.433,-0.567,-0.645,-0.462
0.008,178000000,3.570804596,3.569,2.521,4.1196,3.901,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.531,-0.681,-0.758,-0.577
0.008,178000000,3.599999905,3.599,2.542,4.1175,3.874,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.585,-0.746,-0.823,-0.644
0.008,178000000,3.631488562,3.63,2.565,4.1151,3.846,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.642,-0.817,-0.893,-0.716
0.008,178000000,3.685847759,3.685,2.604,4.1094,3.79,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.741,-0.949,-1.022,-0.851
0.008,178000000,3.727489948,3.726,2.636,4.1028,3.737,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.819,-1.064,-1.134,-0.97
0.008,178000000,3.766078234,3.765,2.665,4.0956,3.683,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.892,-1.178,-1.244,-1.087
0.008,178000000,3.799999952,3.799,2.692,4.0881,3.631,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.959,-1.286,-1.349,-1.2
0.008,178000000,3.816156626,3.815,2.704,4.0843,3.604,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-1.991,-1.339,-1.4,-1.255
0.008,178000000,3.849075317,3.849,2.734,4.0777,3.552,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.065,-1.448,-1.506,-1.368
0.008,178000000,3.862203121,3.862,2.747,4.0759,3.534,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.097,-1.491,-1.547,-1.411
0.008,178000000,3.877154827,3.877,2.772,4.0852,3.548,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.159,-1.502,-1.564,-1.418
0.008,178000000,3.882124186,3.882,2.786,4.0947,3.571,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.196,-1.488,-1.554,-1.398
0.008,178000000,3.88423419,3.884,2.8,4.1049,3.599,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.231,-1.466,-1.537,-1.371
0.008,178000000,3.885287523,3.886,2.815,4.1145,3.623,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.266,-1.447,-1.523,-1.347
0.008,178000000,3.885930538,3.886,2.831,4.1243,3.646,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.308,-1.434,-1.514,-1.328
0.008,178000000,3.886332989,3.887,2.848,4.133,3.664,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.349,-1.426,-1.51,-1.315
0.008,178000000,3.886502266,3.887,2.854,4.1363,3.671,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.364,-1.421,-1.507,-1.309
0.008,178000000,3.886551142,3.887,2.846,4.1344,3.671,1,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.346,-1.414,-1.499,-1.302
0.008,178000000,3.886727095,3.887,2.819,4.1264,3.666,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.277,-1.391,-1.472,-1.284
0.008,178000000,3.886846304,3.887,2.801,4.1171,3.647,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.233,-1.399,-1.476,-1.298
0.008,178000000,3.886991978,3.887,2.796,4.1054,3.605,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.22,-1.452,-1.523,-1.357
0.008,178000000,3.887152433,3.887,2.805,4.0938,3.549,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.244,-1.54,-1.606,-1.451
0.008,178000000,3.887334585,3.888,2.82,4.0821,3.488,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.28,-1.641,-1.701,-1.558
0.008,178000000,3.887532711,3.888,2.832,4.0703,3.429,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.31,-1.735,-1.789,-1.659
0.008,178000000,3.887742043,3.888,2.841,4.0584,3.373,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.331,-1.818,-1.866,-1.749
0.008,178000000,3.88795948,3.888,2.846,4.0466,3.32,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.345,-1.893,-1.936,-1.832
0.008,178000000,3.888181925,3.888,2.849,4.0347,3.269,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.354,-1.961,-1.998,-1.907
0.008,178000000,3.888406038,3.889,2.851,4.0228,3.22,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.358,-2.024,-2.055,-1.978
0.008,178000000,3.888629198,3.889,2.852,4.0108,3.171,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.359,-2.083,-2.107,-2.045
0.008,178000000,3.888848066,3.889,2.851,3.9988,3.124,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.357,-2.137,-2.155,-2.108
0.008,178000000,3.889060974,3.889,2.849,3.9868,3.078,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.353,-2.187,-2.198,-2.167
0.008,178000000,3.889266014,3.89,2.847,3.9748,3.032,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.347,-2.233,-2.238,-2.224
0.008,178000000,3.889462471,3.89,2.844,3.9628,2.987,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.34,-2.275,-2.271,-2.277
0.008,178000000,3.889649391,3.89,2.84,3.9508,2.943,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.33,-2.31,-2.299,-2.327
0.008,178000000,3.889826536,3.89,2.836,3.9387,2.899,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.319,-2.34,-2.319,-2.373
0.008,178000000,3.889993906,3.89,2.831,3.9267,2.856,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.307,-2.363,-2.331,-2.415
0.008,178000000,3.890151501,3.89,2.825,3.9146,2.813,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.293,-2.379,-2.335,-2.453
0.008,178000000,3.890299797,3.891,2.82,3.9025,2.771,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.279,-2.387,-2.329,-2.486
0.008,178000000,3.890438795,3.891,2.813,3.8905,2.729,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.263,-2.388,-2.315,-2.515
0.008,178000000,3.890568972,3.891,2.807,3.8784,2.687,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.247,-2.384,-2.293,-2.542
0.008,178000000,3.89069128,3.891,2.8,3.8664,2.646,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.229,-2.374,-2.264,-2.565
0.008,178000000,3.890806198,3.891,2.793,3.8543,2.605,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.211,-2.36,-2.231,-2.585
0.008,178000000,3.890914202,3.891,2.785,3.8423,2.564,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.192,-2.343,-2.193,-2.601
0.008,178000000,3.891015291,3.891,2.777,3.8303,2.524,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.173,-2.323,-2.153,-2.613
0.008,178000000,3.891110897,3.891,2.769,3.8183,2.484,2,0,0.538,0,0,-1,-1E-30,0,0.729,0.263,0.00142,0.0003876,0.003521,-1,0.008,-2.153,-2.301,-2.109,-2.622
